user,O,C,E,A,N,risk_score_personality,total_logins,avg_login_hour,std_login_hour,after_hours_logins,weekend_logins,unique_pcs,login_days_span,after_hours_ratio,weekend_ratio,usb_connects,usb_after_hours,usb_weekend,usb_unique_pcs,usb_after_hours_ratio,avg_session_min,max_session_min,total_sessions,file_copy_count,file_copy_after_hours,file_copy_weekend,file_unique_pcs,file_unique_extensions,file_avg_content_len,file_total_content_len,file_after_hours_ratio,role,business_unit,functional_unit,department,team,left_company,role_encoded,business_unit_encoded,functional_unit_encoded,department_encoded,team_encoded,exfiltration_risk,composite_risk_score
TEB0251,44,50,22,13,36,51.86991869918698,636,9.60377358490566,2.420434965594248,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,0,26,0,0,7,37,0.0,10.373983739837396
MNR0829,41,33,40,15,23,51.38211382113821,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,0,3,0,2,2,23,0.0,10.276422764227641
DOP0562,42,16,37,39,31,49.7560975609756,346,8.49421965317919,0.5006906514248359,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,0,0,0,0,0,0,0.0,9.95121951219512
UAD0771,46,34,15,30,31,42.43902439024392,647,10.180834621329211,2.489557867079283,0,0,2,497,0.0,0.0,696.0,0.0,0.0,1.0,0.0,24.574017467248908,205.26666666666668,687.0,1873.0,0.0,0.0,1.0,6.0,358.9177789642285,672253.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,0,6,0,1,5,10,0.0,8.487804878048784
ALD0544,16,18,18,13,32,78.53658536585367,346,7.514450867052023,0.5005149396624771,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,0,4,0,0,3,36,0.0,15.707317073170735
LCB0664,16,19,36,24,32,65.04065040650404,682,9.74633431085044,2.565189947190004,0,0,2,497,0.0,0.0,2977.0,0.0,0.0,1.0,0.0,12.334947511005756,99.98333333333332,2953.0,414.0,0.0,0.0,1.0,6.0,368.0531400966184,152374.0,0.0,Manager,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,14,0,1,1,15,0.0,13.00813008130081
HCL0113,43,22,40,39,34,47.3170731707317,346,9.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,0,13,0,0,7,13,0.0,9.463414634146341
TSB0437,26,23,16,30,26,47.47967479674798,346,7.528901734104046,0.4998868934647655,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,0,6,0,0,7,25,0.0,9.495934959349595
EZH0736,44,41,37,19,31,48.130081300813,346,7.53757225433526,0.4993083932558841,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,1,0,1,1,15,0.0,9.6260162601626
JCG0316,47,36,32,25,33,48.45528455284552,734,9.38283378746594,2.595363613468195,0,0,2,497,0.0,0.0,697.0,0.0,0.0,1.0,0.0,26.49985507246377,229.01666666666668,690.0,2161.0,0.0,0.0,1.0,6.0,359.0060157334567,775812.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,0,1,0,1,1,16,0.0,9.691056910569104
MSG0839,42,46,19,39,29,18.21138211382113,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,0,3,0,2,2,23,0.0,3.642276422764226
LJJ0905,43,36,12,22,30,48.45528455284552,366,9.12295081967213,0.7611584773959068,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,0,6,0,1,5,8,0.0,9.691056910569104
HCM0267,36,45,39,20,32,44.22764227642276,346,7.0,0.0,0,0,1,497,0.0,0.0,2984.0,0.0,0.0,1.0,0.0,12.710160547883689,130.03333333333333,2969.0,8167.0,0.0,0.0,1.0,6.0,358.9430635484266,2931488.0,0.0,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,0,30,0,0,7,38,0.0,8.845528455284553
MTB0620,38,44,41,50,28,6.5040650406504055,626,9.587859424920127,2.3965534357921223,0,0,1,497,0.0,0.0,1005.0,0.0,0.0,1.0,0.0,22.12667667667668,146.31666666666666,999.0,1971.0,0.0,0.0,1.0,6.0,355.9868087265348,701650.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,0,1,0,1,1,1,0.0,1.300813008130081
CCH0182,42,44,47,23,29,38.3739837398374,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,0,6,0,1,5,22,0.0,7.67479674796748
CAM0681,41,43,45,10,28,53.008130081300806,613,10.499184339314844,2.3574556990166835,0,0,1,497,0.0,0.0,360.0,0.0,0.0,1.0,0.0,35.07586367880486,251.88333333333333,357.0,759.0,0.0,0.0,1.0,6.0,353.5349143610013,268333.0,0.0,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,0,22,0,0,0,26,0.0,10.60162601626016
LBH0942,40,42,23,30,29,32.35772357723577,819,8.942612942612943,2.2589952784040617,0,199,1,497,0.0,0.2429792429792429,3903.0,0.0,893.0,1.0,0.0,12.649840860215054,98.35,3875.0,10889.0,0.0,2542.0,1.0,6.0,356.322710992745,3879998.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,0,2,0,0,0,24,0.0,6.471544715447153
CAB0388,37,33,23,40,36,37.72357723577237,610,9.514754098360656,2.390583337071862,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,0,15,0,0,3,34,0.0,7.5447154471544735
WGR0833,38,46,24,38,42,34.14634146341463,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,0,3,0,2,2,23,0.0,6.829268292682926
MTT0901,41,34,30,40,30,29.91869918699188,49,10.755102040816327,2.259522555070152,0,0,1,38,0.0,0.0,90.0,0.0,0.0,1.0,0.0,22.565555555555555,114.98333333333332,90.0,187.0,0.0,0.0,1.0,6.0,337.3155080213904,63078.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,1,6,0,1,5,8,0.0,5.983739837398376
GQF0659,40,16,30,29,28,57.72357723577235,346,9.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,0,6,0,1,5,20,0.0,11.54471544715447
CSP0197,37,44,17,13,26,46.34146341463414,743,10.271870794078062,2.524030624308617,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PurchasingClerk,1,6 - PurchasingAndContracts,1 - Purchasing,Unknown,0,21,0,5,20,7,0.0,9.268292682926829
OMM0944,17,14,27,21,29,69.91869918699184,346,7.0,0.0,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,0,3,0,2,2,3,0.0,13.983739837398367
IMP0530,40,17,42,50,32,37.398373983739845,346,8.534682080924856,0.4995180721771728,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,0,6,0,1,5,19,0.0,7.479674796747969
ORB0473,38,44,46,38,38,31.54471544715448,346,7.526011560693641,0.5000460731055506,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,0,3,0,2,2,12,0.0,6.308943089430896
JML0909,24,32,39,40,21,21.626016260162608,621,10.950080515297907,2.290038912183216,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,0,6,0,1,5,8,0.0,4.325203252032521
NDM0417,44,36,50,12,34,64.39024390243901,720,9.95,2.6986320132056147,0,0,2,497,0.0,0.0,692.0,0.0,0.0,1.0,0.0,28.71659367396593,153.0,685.0,1284.0,0.0,0.0,1.0,6.0,352.3457943925234,452412.0,0.0,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,0,22,0,0,7,35,0.0,12.878048780487802
FRL0511,20,30,47,20,30,56.585365853658544,346,8.546242774566474,0.4985780232195329,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,0,6,0,1,5,19,0.0,11.317073170731708
LAP0338,42,23,33,45,31,36.09756097560975,874,8.953089244851258,2.304206189028358,0,241,1,499,0.0,0.2757437070938215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,0,6,0,1,5,22,0.0,7.2195121951219505
HCV0478,46,36,18,12,24,53.0081300813008,611,9.92635024549918,2.315197743580681,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,10.60162601626016
KJA0152,16,16,39,38,34,54.30894308943088,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AdministrativeAssistant,1,4 - Finance,2 - Payroll,Unknown,0,5,0,4,19,7,0.0,10.861788617886177
ECF0828,40,49,39,40,35,20.97560975609757,211,8.0,0.0,0,0,1,298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,1,3,0,2,2,23,0.0,4.195121951219514
BVN0514,36,23,30,23,22,50.89430894308943,118,8.745762711864407,1.1336835105916707,0,0,2,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,1,6,0,1,5,19,0.0,10.178861788617885
BSS0463,32,40,40,38,28,24.06504065040651,364,7.793956043956044,1.417663758617609,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,0,3,0,2,2,12,0.0,4.813008130081302
JJM0203,37,36,18,30,28,37.07317073170731,424,9.150943396226417,2.5415412119446383,0,0,2,298,0.0,0.0,428.0,0.0,0.0,1.0,0.0,26.561764705882357,225.45,425.0,425.0,0.0,0.0,1.0,5.0,345.4541176470588,146818.0,0.0,Engineer,1,6 - PurchasingAndContracts,3 - Contracts,Unknown,1,31,0,5,11,7,0.0,7.414634146341462
AIM0627,36,39,16,41,23,15.9349593495935,346,7.566473988439307,0.4962791940549919,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,0,1,0,1,1,1,0.0,3.1869918699186996
RAH0440,18,15,43,16,24,68.9430894308943,346,7.5491329479768785,0.4983007062686206,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,0,9,0,0,7,25,0.0,13.78861788617886
XHG0902,44,35,23,47,14,2.764227642276427,346,9.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,0,6,0,1,5,8,0.0,0.5528455284552855
TDJ0998,34,40,10,42,36,28.61788617886179,622,9.913183279742766,2.249104991826981,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,Unknown,0,26,0,2,16,7,0.0,5.723577235772358
JPA0667,49,42,34,35,27,24.39024390243902,346,7.502890173410405,0.5007157480716244,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,0,15,0,0,3,30,0.0,4.878048780487805
EHR0096,22,13,20,48,31,42.4390243902439,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,0,22,0,0,7,31,0.0,8.48780487804878
SJW0451,43,30,16,50,28,20.16260162601626,346,7.497109826589595,0.5007157480716242,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,0,3,0,2,2,12,0.0,4.032520325203253
CNB0900,34,43,38,16,27,45.040650406504064,346,9.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,0,6,0,1,5,8,0.0,9.008130081300813
EAH0466,41,38,29,38,25,22.601626016260155,65,9.523076923076925,2.418080930121113,0,0,3,46,0.0,0.0,15.0,0.0,0.0,1.0,0.0,22.72111111111111,61.15,15.0,358.0,0.0,0.0,1.0,6.0,353.4050279329609,126519.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,1,3,0,2,2,12,0.0,4.520325203252031
CTA0020,36,50,11,22,34,39.34959349593495,639,9.713615023474178,2.540762217878528,0,0,4,497,0.0,0.0,2977.0,0.0,0.0,1.0,0.0,13.830141843971631,100.05,2961.0,606.0,0.0,0.0,1.0,6.0,350.8712871287129,212628.0,0.0,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,Unknown,0,24,0,3,15,7,0.0,7.869918699186989
SRS0231,17,44,36,32,26,24.715447154471544,346,7.505780346820809,0.5006906514248366,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,0,15,0,0,3,6,0.0,4.943089430894309
HWH0646,17,24,24,21,28,59.02439024390242,629,10.945945945945946,2.2784514527527717,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,0,6,0,1,5,20,0.0,11.804878048780482
HKB0418,50,18,13,26,27,58.04878048780486,332,7.554216867469879,0.4978021069869747,0,0,1,477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,1,23,0,0,7,35,0.0,11.609756097560972
CCM0855,31,24,19,36,29,43.08943089430894,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,0,1,0,1,1,4,0.0,8.617886178861788
SED0886,22,18,18,35,28,48.943089430894304,718,11.181058495821729,3.032244749771181,21,2,2,497,0.0292479108635097,0.0027855153203342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,0,6,0,1,5,8,0.0,11.205134353490017
LBC0356,40,30,40,21,41,67.96747967479675,1662,10.968110709987966,6.659758556154038,512,0,636,497,0.3080625752105896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,0,7,0,3,6,9,0.0,28.513389283393785
CKH0144,34,22,22,35,30,47.3170731707317,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Engineer,1,3 - Manufacturing,4 - QualityControl,Unknown,0,31,0,2,13,7,0.0,9.463414634146341
MBG0438,38,17,37,16,29,72.68292682926828,235,7.497872340425532,0.5010627004549768,0,0,1,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,1,13,0,0,7,25,0.0,14.536585365853655
MVF0594,35,38,33,44,36,28.29268292682926,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,0,3,0,2,2,2,0.0,5.658536585365852
ATF0274,20,45,48,27,28,31.707317073170728,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,0,29,0,0,7,31,0.0,6.341463414634145
KTG0091,46,41,16,15,29,50.40650406504065,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,0,30,0,0,7,38,0.0,10.081300813008129
ACC0042,23,19,37,20,31,68.45528455284551,1362,10.604992657856094,7.4473654440518,511,0,618,497,0.3751835535976505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,0,7,0,3,6,11,0.0,31.86171136912198
AKW0167,38,38,20,14,35,61.30081300813009,346,7.0,0.0,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AdministrativeAssistant,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,0,5,0,1,1,16,0.0,12.26016260162602
KPR0497,50,43,43,20,29,42.76422764227642,739,10.163734776725304,2.4220050631175942,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,8.552845528455283
ABN0239,21,37,20,39,25,22.439024390243905,613,9.484502446982056,2.3469848454520497,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,0,2,0,0,0,27,0.0,4.487804878048781
CKB0482,36,48,37,46,25,3.73983739837399,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,0.747967479674798
AMH0464,45,16,42,37,21,40.65040650406503,346,7.511560693641618,0.5005902522557054,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,0,3,0,2,2,12,0.0,8.130081300813007
QCH0110,34,35,17,37,27,28.943089430894315,305,9.0,0.0,0,0,1,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,1,6,0,0,7,13,0.0,5.788617886178863
SGG0787,14,27,10,20,31,60.65040650406503,602,9.915282392026578,2.3370984050877746,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,0,14,0,0,0,33,0.0,12.130081300813007
SIJ0661,40,17,14,15,21,64.71544715447153,346,7.554913294797688,0.4976951147469962,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LabManager,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,0,32,0,0,3,30,0.0,12.943089430894306
BTW0005,33,39,18,18,27,46.66666666666666,466,8.09656652360515,2.3291765615137208,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VicePresident,1,3 - Manufacturing,Unknown,Unknown,0,20,0,2,4,7,0.0,9.33333333333333
RLB0719,14,18,15,40,35,51.21951219512195,364,7.076923076923077,1.955317785284392,14,1,1,497,0.0384615384615384,0.0027472527472527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,0,3,0,2,2,5,0.0,12.106647537063605
WDO0870,23,21,14,13,25,67.64227642276423,438,7.780821917808219,4.111979180185961,50,3,21,497,0.1141552511415525,0.0068493150684931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,0,1,0,1,1,4,0.0,19.057150781016272
KCB0815,16,40,18,36,31,29.75609756097561,625,10.0336,2.3657188423448896,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,0,2,0,0,0,33,0.0,5.951219512195123
VCY0751,37,24,39,19,25,57.88617886178863,620,9.558064516129033,2.435238633276126,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,1,0,1,1,15,0.0,11.577235772357726
BAJ0654,36,10,47,10,41,100.0,388,9.987113402061857,2.973150986435155,0,0,42,497,0.0,0.0,140.0,0.0,0.0,1.0,0.0,47.5158273381295,502.8833333333333,139.0,2919.0,0.0,0.0,1.0,6.0,343.2014388489209,1001805.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,0,6,0,1,5,20,0.0,20.0
MKL0941,16,26,20,38,30,40.0,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,0,2,0,0,0,24,0.0,8.0
EGD0409,39,40,22,35,33,33.17073170731707,248,9.491935483870968,2.356817890868873,0,0,1,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,1,9,0,0,7,35,0.0,6.634146341463413
