user,O,C,E,A,N,risk_score_personality,total_logins,avg_login_hour,std_login_hour,after_hours_logins,weekend_logins,unique_pcs,login_days_span,after_hours_ratio,weekend_ratio,usb_connects,usb_after_hours,usb_weekend,usb_unique_pcs,usb_after_hours_ratio,avg_session_min,max_session_min,total_sessions,file_copy_count,file_copy_after_hours,file_copy_weekend,file_unique_pcs,file_unique_extensions,file_avg_content_len,file_total_content_len,file_after_hours_ratio,role,business_unit,functional_unit,department,team,left_company,role_encoded,business_unit_encoded,functional_unit_encoded,department_encoded,team_encoded,exfiltration_risk,composite_risk_score,threat_score,threat_level,is_anomaly,if_score,rf_probability
KPR0497,50,43,43,20,29,42.76422764227642,739,10.163734776725304,2.4220050631175942,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,8.552845528455283,5.854828994009581,Low,0,0.17417957169366072,0.014493589743589743
ABN0239,21,37,20,39,25,22.439024390243905,613,9.484502446982056,2.3469848454520497,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,0,2,0,0,0,27,0.0,4.487804878048781,4.843457871169938,Low,0,0.1772381339642667,0.0
CKB0482,36,48,37,46,25,3.73983739837399,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,0.747967479674798,6.156285295643298,Low,0,0.1679352880602787,0.0
AMH0464,45,16,42,37,21,40.65040650406503,346,7.511560693641618,0.5005902522557054,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,0,3,0,2,2,12,0.0,8.130081300813007,2.7539276991723316,Low,0,0.19204478473912007,0.0
QCH0110,34,35,17,37,27,28.943089430894315,305,9.0,0.0,0,0,1,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,1,6,0,0,7,13,0.0,5.788617886178863,7.174659962157633,Low,0,0.16071896821617704,0.0
SGG0787,14,27,10,20,31,60.65040650406503,602,9.915282392026578,2.3370984050877746,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manager,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,0,14,0,0,0,33,0.0,12.130081300813009,7.432500332010003,Low,0,0.15889188174323404,0.0
SIJ0661,40,17,14,15,21,64.71544715447153,346,7.554913294797688,0.4976951147469962,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LabManager,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,0,32,0,0,3,30,0.0,12.943089430894306,7.9784785656426545,Low,0,0.15502301727580137,0.0
BTW0005,33,39,18,18,27,46.66666666666666,466,8.09656652360515,2.3291765615137208,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VicePresident,1,3 - Manufacturing,Unknown,Unknown,0,20,0,2,4,7,0.0,9.33333333333333,3.1853445677043775,Low,0,0.1889877152618088,0.0
RLB0719,14,18,15,40,35,51.21951219512195,364,7.076923076923077,1.955317785284392,14,1,1,497,0.0384615384615384,0.0027472527472527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,0,3,0,2,2,5,0.0,12.106647537063605,7.6824885882707274,Low,0,0.1571204362489924,0.0
WDO0870,23,21,14,13,25,67.64227642276423,438,7.780821917808219,4.111979180185961,50,3,21,497,0.1141552511415525,0.0068493150684931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,0,1,0,1,1,4,0.0,19.057150781016272,12.866546259540696,Low,0,0.12038560821738165,0.0
KCB0815,16,40,18,36,31,29.75609756097561,625,10.0336,2.3657188423448896,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,0,2,0,0,0,33,0.0,5.951219512195123,5.3731122296840335,Low,0,0.1734849423506707,0.0
VCY0751,37,24,39,19,25,57.88617886178863,620,9.558064516129033,2.435238633276126,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,1,0,1,1,15,0.0,11.577235772357726,1.9262654477224106,Low,0,0.19790969450734425,0.0
BAJ0654,36,10,47,10,41,100.0,388,9.987113402061857,2.973150986435155,0,0,42,497,0.0,0.0,140.0,0.0,0.0,1.0,0.0,47.5158273381295,502.8833333333333,139.0,2919.0,0.0,0.0,1.0,6.0,343.2014388489209,1001805.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,0,6,0,1,5,20,0.0,20.0,24.415430268154335,Low,0,0.03971963918822119,0.004130434782608695
MKL0941,16,26,20,38,30,40.0,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,0,2,0,0,0,24,0.0,8.0,3.1176055974525214,Low,0,0.1894677213846247,0.0
EGD0409,39,40,22,35,33,33.17073170731707,248,9.491935483870968,2.356817890868873,0,0,1,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,1,9,0,0,7,35,0.0,6.634146341463413,11.51081296880682,Low,0,0.12999249001729773,0.0
DBS0235,30,38,18,37,33,32.84552845528454,374,8.018716577540108,2.172746735176566,0,0,29,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,0,15,0,0,3,6,0.0,6.569105691056907,4.918058642427831,Low,0,0.17670950433146537,0.0
JJH0613,50,30,24,14,26,58.86178861788618,711,9.827004219409282,2.5546757791551324,0,0,2,497,0.0,0.0,1049.0,0.0,0.0,1.0,0.0,23.364515615041427,180.2333333333333,1046.0,1641.0,0.0,0.0,1.0,6.0,352.3120048750762,578144.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,0,1,0,1,1,1,0.0,11.772357723577237,12.933637281957639,Low,0,0.11991019352733873,0.0
UFK0208,18,34,22,23,30,49.26829268292683,704,9.355113636363637,2.5876447852673525,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,0,25,0,3,6,28,0.0,9.853658536585366,5.014586872156558,Low,0,0.17602549420963898,0.0
BLB0114,38,48,41,15,22,35.60975609756098,696,11.186781609195402,2.4435256963035665,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,0,26,0,0,7,13,0.0,7.121951219512197,8.086721106307776,Low,0,0.1542559982013273,0.0
CKD0680,18,50,24,18,28,37.07317073170732,346,7.540462427745664,0.4990818410756698,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,0,15,0,0,3,30,0.0,7.414634146341465,3.382915504901802,Low,0,0.1875877049104167,0.0
MKG0711,17,26,43,32,38,55.93495934959349,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,0,3,0,2,2,5,0.0,11.186991869918698,2.965217797954991,Low,0,0.19054755883313174,0.0
EDA0684,38,42,40,39,33,26.66666666666666,44,9.863636363636363,4.112323561442579,3,0,2,45,0.0681818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,1,0,0,0,0,26,0.0,8.635472370766484,18.168002065149206,Low,0,0.08410113287628523,0.004523809523809524
IIL0513,37,13,26,38,34,57.23577235772357,439,8.530751708428246,0.4996228073517761,0,88,1,498,0.0,0.2004555808656036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,0,6,0,1,5,19,0.0,11.447154471544714,11.259922875524433,Low,0,0.13177032603224803,0.0
TSM0363,34,19,20,39,33,49.10569105691056,1397,10.880458124552613,7.396711715524602,518,0,624,497,0.3707945597709377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,0,7,0,3,6,9,0.0,27.77922767479811,26.89519222527963,Medium,0,0.03942116056359313,0.06507144325388783
PBP0002,49,35,23,10,27,59.67479674796748,346,7.563583815028902,0.4966588543380254,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AdministrativeAssistant,1,Unknown,Unknown,Unknown,0,5,0,6,4,7,0.0,11.934959349593496,6.120654022117821,Low,0,0.16818777535662183,0.0
LHB0606,37,38,15,27,27,37.398373983739845,82,7.512195121951219,0.5029272936438828,0,0,1,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,1,1,0,1,1,1,0.0,7.479674796747969,13.990723390907172,Low,0,0.1124195599562518,0.0
GTD0898,23,23,39,15,29,67.96747967479675,346,9.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,0,6,0,1,5,8,0.0,13.593495934959348,1.7550970974498403,Low,0,0.19912261309553136,0.0
CJH0702,46,24,30,25,37,64.71544715447153,346,7.0,0.0,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,0,3,0,2,2,5,0.0,12.943089430894306,2.4498964393778584,Low,0,0.19419918516307366,0.0
DMK0257,33,20,26,26,30,59.512195121951216,715,9.204195804195804,3.807737113088473,57,6,2,497,0.0797202797202797,0.0083916083916083,689.0,6.0,0.0,1.0,0.0087082728592162,26.73653470185728,186.05,682.0,1499.0,12.0,0.0,1.0,6.0,358.14076050700464,536853.0,0.0080053368912608,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,0,9,0,0,7,18,1.0374812066433967,16.306612404623333,40.685185626233256,Medium,0,0.05377093501634689,0.4604476608680991
WIQ0567,25,41,10,47,39,25.365853658536587,798,10.578947368421051,2.389470396898244,0,174,1,498,0.0,0.2180451127819548,437.0,0.0,78.0,1.0,0.0,30.060708722741435,137.91666666666666,428.0,1955.0,0.0,371.0,1.0,6.0,358.68849104859333,701236.0,0.0,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,0,0,0,0,0,0,0.0,5.073170731707317,28.60079508029958,Medium,0,0.014452605722225509,0.019621794871794874
PTH0830,43,44,42,43,34,21.30081300813008,425,8.0,0.0,0,74,1,497,0.0,0.1741176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,0,3,0,2,2,23,0.0,4.260162601626016,11.002034200077777,Low,0,0.1335977548041799,0.0
NCO0666,40,45,10,12,31,52.19512195121951,622,9.554662379421222,2.3739194436880653,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,0,15,0,0,3,30,0.0,10.439024390243905,6.320369411596403,Low,0,0.1667725691700817,0.0
MHG0733,43,30,24,42,29,30.40650406504065,346,7.554913294797688,0.4976951147469963,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,1,0,1,1,15,0.0,6.08130081300813,0.911830847062296,Low,0,0.20509809459229855,0.0
RAW0915,43,50,21,43,24,4.065040650406504,762,10.255905511811024,2.663595631627734,0,94,28,499,0.0,0.1233595800524934,438.0,0.0,62.0,1.0,0.0,35.79543010752688,464.76666666666665,434.0,459.0,0.0,50.0,1.0,6.0,356.8845315904139,163810.0,0.0,Scientist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,0,15,0,0,3,29,0.0,0.8130081300813009,25.829999850554742,Medium,0,0.03488883369485807,0.022451465201465202
HAM0985,20,17,29,16,20,62.43902439024389,346,7.0,0.0,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TechnicalTrainer,1,1 - Adminstration,3 - Training,Unknown,0,33,0,3,8,7,0.0,12.487804878048776,8.377650132320774,Low,0,0.15219444171070023,0.0
SAB0781,36,35,24,30,28,38.04878048780488,622,10.054662379421222,2.403078232288469,0,0,1,497,0.0,0.0,369.0,0.0,0.0,1.0,0.0,28.567628205128205,233.06666666666663,364.0,1441.0,0.0,0.0,1.0,6.0,352.73351839000696,508289.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,0,6,0,1,5,10,0.0,7.609756097560977,8.336590045141614,Low,0,0.1524853982040758,0.0
IBM0671,50,46,38,35,31,25.04065040650407,619,9.499192245557351,2.411122285023683,0,0,2,497,0.0,0.0,145.0,0.0,0.0,1.0,0.0,30.755516431924885,133.36666666666667,142.0,802.0,0.0,0.0,1.0,6.0,354.9488778054863,284669.0,0.0,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,0,16,0,0,3,30,0.0,5.008130081300815,11.738712441320924,Low,0,0.12837756818151314,0.0
YDN0198,45,50,41,11,24,40.48780487804877,622,8.987138263665594,2.360401009254924,0,0,2,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AdministrativeAssistant,1,6 - PurchasingAndContracts,2 - Pricing,Unknown,0,5,0,5,14,7,0.0,8.097560975609754,9.922644261739164,Low,0,0.14124643587184366,0.0
GAF0060,41,16,39,25,22,55.44715447154472,346,7.546242774566474,0.4985780232195327,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematician,1,2 - ResearchAndEngineering,1 - Research,1 - Lab,0,4,0,0,3,6,0.0,11.089430894308943,2.674590988721932,Low,0,0.19260697378094743,0.0
AMM0014,48,38,15,44,36,28.29268292682926,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Director,1,1 - Adminstration,5 - Medical,Unknown,0,27,0,3,21,7,0.0,5.658536585365852,11.299447184123286,Low,0,0.13149025224227195,0.0
AMV0036,43,36,42,37,26,26.82926829268292,346,7.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,0,25,0,3,6,28,0.0,5.365853658536583,4.510133821958438,Low,0,0.1796001064582156,0.0
MOP0763,43,41,22,20,33,49.26829268292682,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,0,6,0,1,5,10,0.0,9.853658536585364,0.4552068581468216,Low,0,0.2083337846196066,0.0
CBG0490,50,31,35,10,29,65.85365853658536,346,8.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,13.17073170731707,4.357238406095825,Low,0,0.18068354093458378,0.0
CNE0352,39,22,44,15,30,70.08130081300813,346,7.497109826589595,0.5007157480716247,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,0,34,0,0,7,25,0.0,14.016260162601627,6.632809763698558,Low,0,0.16455858095227766,0.0
GQP0743,47,39,19,39,25,20.48780487804878,346,7.526011560693641,0.5000460731055507,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,1,0,1,1,15,0.0,4.097560975609756,2.3300465641649404,Low,0,0.19504845514321995,0.0
PTH0552,20,13,32,20,28,70.89430894308943,611,9.527004909983631,2.39408575211926,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,0,4,0,0,3,36,0.0,14.178861788617883,5.532076416218403,Low,0,0.17235850386834295,0.0
GLR0975,33,44,26,24,24,31.54471544715448,611,9.461538461538462,2.32444111169008,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,Unknown,0,24,0,3,15,7,0.0,6.308943089430896,8.18507074826846,Low,0,0.15355908134324164,0.0
GTD0219,40,40,19,30,33,38.86178861788617,490,10.593877551020409,7.406704202439828,186,0,306,165,0.3795918367346939,0.0,479.0,175.0,0.0,291.0,0.3653444676409186,10.104761904761904,222.5833333333333,476.0,1281.0,432.0,0.0,162.0,6.0,355.74395003903203,455708.0,0.3372365339578454,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,1,7,0,3,6,11,33.30593093423131,46.915621777952666,83.53454773894057,Critical,1,-0.10649776440214775,0.966249516773115
BKW0374,41,38,17,46,27,15.77235772357724,1358,10.622974963181148,7.258007707961923,514,0,620,497,0.3784977908689249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,0,7,0,3,6,9,0.0,21.485639063269264,26.158789438917392,Medium,0,0.0342299863742892,0.02834677419354839
CAH0936,40,22,39,50,24,23.41463414634146,354,9.03954802259887,2.6459902464621536,2,0,19,242,0.0056497175141242,0.0,13.0,10.0,0.0,1.0,0.7692307692307693,14.786111111111111,64.76666666666667,12.0,42.0,22.0,0.0,1.0,6.0,356.7857142857143,14985.0,0.5238095238095238,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,1,22,0,0,0,24,1.803429549457667,31.18054942430389,69.3543220723708,High,1,-0.010473867785739333,0.9505187139696715
AIP0982,43,20,43,41,33,45.85365853658537,636,9.199685534591197,2.561261972755181,0,0,2,497,0.0,0.0,366.0,0.0,0.0,1.0,0.0,30.85835629017448,144.98333333333332,363.0,6182.0,0.0,0.0,1.0,6.0,353.76738919443545,2186990.0,0.0,ManagementTrainer,1,1 - Adminstration,3 - Training,Unknown,0,8,0,3,8,7,0.0,9.170731707317074,16.273390514654892,Low,0,0.09763710665071451,0.004913793103448276
KRV0372,40,39,25,35,32,33.00813008130082,1410,10.926241134751772,7.439289607465436,527,0,630,497,0.3737588652482269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,0,7,0,3,6,9,0.0,24.70328086259586,24.189232151979137,Low,0,0.04514553399839705,0.017618181818181818
IAT0263,28,23,30,30,27,48.61788617886178,186,7.0,0.0,0,0,1,263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,1,30,0,0,7,38,0.0,9.723577235772357,13.476957397376212,Low,0,0.11606016479084769,0.0
JBD0616,40,21,25,37,27,42.60162601626016,640,9.653125,2.470164297944966,0,0,2,497,0.0,0.0,2991.0,0.0,0.0,1.0,0.0,12.164471326164875,125.08333333333331,2976.0,339.0,0.0,0.0,1.0,6.0,348.424778761062,118116.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,0,1,0,1,1,1,0.0,8.520325203252032,17.816723815832518,Low,0,0.09200600053099084,0.0236304347826087
RUM0880,40,37,17,38,26,24.715447154471544,660,9.353030303030303,3.2968334325429813,23,4,2,497,0.0348484848484848,0.006060606060606,701.0,2.0,0.0,1.0,0.0028530670470756,26.47494021999044,197.21666666666667,697.0,2199.0,7.0,0.0,1.0,6.0,357.63847203274213,786447.0,0.0031832651205093,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,0,1,0,1,1,4,0.4572683764591411,6.843665427651178,29.092255705403694,Medium,0,0.081826400091834,0.2696048332950018
DGM0754,42,18,42,24,24,56.91056910569107,29,7.586206896551724,0.5012300141587653,0,0,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,1,1,0,1,1,15,0.0,11.382113821138214,14.679921242670451,Low,0,0.10753582482641527,0.0
SMY0792,43,37,39,42,25,19.02439024390245,686,10.13265306122449,2.4952300689467526,0,0,20,497,0.0,0.0,380.0,0.0,0.0,1.0,0.0,31.616269841269844,153.98333333333332,378.0,1209.0,0.0,0.0,1.0,6.0,363.616211745244,439612.0,0.0,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,0,4,0,0,3,14,0.0,3.80487804878049,12.243711484416446,Low,0,0.12479908696455988,0.0
HOB0994,38,39,15,43,33,25.04065040650406,346,9.0,0.0,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,Unknown,0,19,0,2,12,7,0.0,5.008130081300812,4.812091668685698,Low,0,0.17746039847738138,0.0
DGN0480,21,25,44,20,31,62.60162601626017,329,8.0,0.0,0,0,1,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,1,1,0,1,1,32,0.0,12.520325203252034,7.08990521552096,Low,0,0.16131955008466503,0.0
KJJ0293,41,42,23,39,33,26.66666666666666,691,10.727930535455862,2.5070483079422474,0,0,2,497,0.0,0.0,345.0,0.0,0.0,1.0,0.0,29.102009803921565,225.8,340.0,530.0,0.0,0.0,1.0,6.0,352.9075471698113,187041.0,0.0,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,0,3,0,2,2,21,0.0,5.333333333333332,10.243988621659287,Low,0,0.1389693528320437,0.0
JXH0493,36,32,23,15,31,61.46341463414634,346,8.0,0.0,0,0,1,496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,0,1,0,1,1,32,0.0,12.292682926829269,1.6267358342809546,Low,0,0.20003219574824022,0.0
PGH0184,30,35,33,22,25,43.73983739837398,406,8.903940886699507,2.262552745217678,0,0,1,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,1,6,0,1,5,22,0.0,8.747967479674795,8.386314184577023,Low,0,0.15213304724137283,0.0
JPW0741,40,38,44,30,33,40.81300813008129,346,7.528901734104046,0.4998868934647654,0,0,1,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,0,1,0,1,1,15,0.0,8.162601626016258,0.644742943292016,Low,0,0.20699071015263454,0.0
